,Text,Time_Diff_seconds
4368,"['We could established a dinasty\n', 'that would last a thousand years...\n', '\n']",3.58
4369,"['or we could collapse into nothing.\n', ""As the Targaryen's did.\n"", '\n']",3.66
4370,"['I need you to become a man\n', ""you're always meant to be.\n"", '\n']",4.037
4371,"['Not next year, not tomorrow...\n', '\n']",2.368
4372,"['Now.\n', '\n']",1.269
4373,"[""You're in pain.\n"", '\n']",1.08
4374,"[""I've had worse, my lady.\n"", '\n']",1.878
4375,"[""Perhaps it's time to go hoome.\n"", '\n']",1.908
4376,"[""The south doesn't seems to agree with you..\n"", '\n']",1.931
4377,"['I knwo the truth Jon Arryn died for..\n', '\n']",2.573
4378,"['Do you, lord Stark?\n', '\n']",1.721
4379,"['Is that why you called me here?\n', 'To pose me riddles?\n', '\n']",3.451
4380,"['Has he done this before?\n', '\n']",1.569
4381,"[""Jaime would've killed him.\n"", '\n']",1.528
4382,"[""My brother's worth\n"", 'a thousand of your friend.\n', '\n']",2.411
4383,"['Your brother...\n', '\n']",1.079
4384,"['or your lover?\n', '\n']",1.15
4385,"['Targaryens wed brothers and sisters\n', 'for 300 years..\n', '\n']",3.156
4386,"['to keep bloodlines pure.\n', '\n']",1.676
4387,"['Jaime and I are more than\n', 'brother and sister.\n', '\n']",2.283
4388,"['We shared a womb.\n', '\n']",2.061
4389,"['Came to this world together,\n', 'we belong together.\n', '\n']",2.998
4390,"['My son saw you with him.\n', '\n']",1.958
4391,"['- Do you love your children?\n', '- With all my heart.\n', '\n']",2.083
4392,"['- No more than I love mine.\n', ""- And they're all Jaime's.\n"", '\n']",3.138
4393,"['Thank the Gods.\n', '\n']",1.205
4394,"['In the rare event that Robert leaves his whores\n', 'for long enough to stumble drunk into my bed,\n', '\n']",3.51
4395,"['I finished him off another ways\n', '\n']",1.823
4396,"[""- In the morning he doesn't remember.\n"", ""- You've always hated him.\n"", '\n']",3.239
4397,"['Hated him?\n', '\n']",1.197
4398,"['I worshipped him.\n', '\n']",1.462
4399,"['Every girl in the southern kingdom\n', 'dreamt of him but he was mine by oath.\n', '\n']",3.98
4400,"['And when I finally saw him on our wedding day\n', 'in the Sept of Baelor.\n', '\n']",3.836
4401,"['lean and fierce, and black beared\n', 'it was the happiest moment of my life.\n', '\n']",4.519
4402,"['And that night he crawl on top of me,\n', 'stinking of wine\n', '\n']",2.374
4403,"['and did what he did what little he could do\n', '\n']",3.075
4404,"['and whispered in my ear : ""Lyanna"".\n', '\n']",2.308
4405,"['Your sister was a corpse\n', 'and I was a living girl\n', '\n']",2.71
4406,"['and he loved her more than me.\n', '\n']",1.789
4407,"['When the king return from his hunts,\n', ""I'll tell him the truth.\n"", '\n']",3.185
4408,"['You must be gone by then...\n', 'you and your children.\n', '\n']",3.119
4409,"['I will not have that blood on my hands.\n', '\n']",2.443
4410,"['Go as far away as you can..\n', '\n']",1.967
4411,"['With as many men as you can.\n', '\n']",2.235
4412,"['Because wherever you go...\n', '\n']",1.443
4413,"[""Robert's wrath will follow you.\n"", '\n']",1.959
4414,"['And what of my wrath, lord Stark?\n', '\n']",1.908
4415,"['You should have taken the realm\n', 'for yourself.\n', '\n']",2.161
4416,"['Jaime told me about the day\n', ""King's Landing fell.\n"", '\n']",3.065
4417,"['He was sitting in the Iron Throne\n', 'and you made him give it up.\n', '\n']",2.711
4418,"['All you needed to do is claim the step\n', 'yourself. Such a sad mistake.\n', '\n']",4.39
4419,"[""I've made many mistakes in my life..\n"", '\n']",2.705
4420,"[""but that wasn't one of them.\n"", '\n']",1.787
4421,"['Oh, but it was.\n', '\n']",1.374
4422,"['When you play the game of thrones,\n', 'you win or you die.\n', '\n']",3.601
4423,"['There is no middle ground.\n', '\n']",1.525
4424,"['No, No, No, No..\n', '\n']",2.818
4425,"['is that what they teach you\n', 'up in the North?\n', '\n']",2.412
4426,"[""And you, wherever you're from.\n"", '\n']",2.954
4427,"['Do you have any idea\n', 'how ridiculous you sound?\n', '\n']",3.647
4428,"[""Either of you understand the thing that I'm saying?\n"", '\n']",3.208
4429,"['Yes, my lord.\n', '\n']",1.271
4430,"['Lets start over. Shall we?\n', '\n']",2.516
4431,"['You be the man, and you be the woman.\n', '\n']",3.583
4432,"['Go ahead.\n', '\n']",1.306
4433,"['Slowly.\n', '\n']",1.372
4434,"[""You're not fooling them,\n"", 'they just paid you, they know what you are.\n', '\n']",4.898
4435,"['They know its all just an act\n', '\n']",2.211
4436,"['Your job is to make them\n', 'forget what they know.\n', '\n']",2.959
4437,"['And that takes time.\n', '\n']",1.446
4438,"['You need to..\n', '\n']",1.317
4439,"['ease into it.\n', '\n']",2.352
4440,"['Go ahead.\n', '\n']",1.276
4441,"['Ease into it.\n', '\n']",2.579
4442,"[""He's winding you over,\n"", 'inspite of yourself.\n', '\n']",3.088
4443,"['You starting to like this.\n', '\n']",2.209
4444,"['He wants to believe you.\n', '\n']",1.467
4445,"[""He's enjoyed his cock since he was old enough\n"", '\n']",2.576
4446,"[""to play with a boy, shouldn't you?\n"", '\n']",1.376
4447,"[""He knows, he's better than other men.\n"", '\n']",3.37
4448,"[""He's always known it deep down inside\n"", 'now he has proof.\n', '\n']",3.708
4449,"[""He's so good...\n"", '\n']",1.085
4450,"[""he's reaching something deep inside of you\n"", 'that no one even knew was there.\n', '\n']",4.477
4451,"['Overcoming your very nature..\n', '\n']",2.643
4452,"[""Why don't you join us, my lord?\n"", '\n']",2.282
4453,"[""I'm saving myself for another.\n"", '\n']",2.222
4454,"[""What she doesn't know\n"", 'will not hurt her?\n', '\n']",1.844
4455,"['A stupid saying..\n', '\n']",1.476
4456,"[""What we don't know is usually\n"", 'what get us killed.\n', '\n']",3.635
4457,"['She must be very beautiful.\n', '\n']",1.708
4458,"['No, not really.\n', 'Impeccable bloodlines, though.\n', '\n']",3.917
4459,"['I do believe my lord in love.\n', '\n']",1.899
4460,"['For many years.\n', 'Most of my life really.\n', '\n']",3.221
4461,"['Play with her ass.\n', '\n']",1.5
4462,"['And she loved me too.\n', '\n']",1.699
4463,"['I was her little confidant.\n', '\n']",1.998
4464,"['A play thing. She could tell me anything,\n', 'anything at all.\n', '\n']",3.797
4465,"['She told me about\n', 'all the horses that she liked.\n', '\n']",4.196
4466,"['The castle that she want to live in.\n', 'The man that she wanted to marry.\n', '\n']",4.395
4467,"['A northener..\n', '\n']",1.493
4468,"['with a jaw like an anvil.\n', '\n']",1.992
4469,"['So I challenged him to a duel. I mean,\n', ""why not? I'd read all the stories.\n"", '\n']",4.492
4470,"['The little hero always beats\n', 'the big villain in all the stories.\n', '\n']",4.191
4471,"['In the end...\n', ""she wouldn't even let him kill me.\n"", '\n']",3.808
4472,"['""He\'s just a boy"", she said.\n', '\n']",2.499
4473,"['""Please don\'t hurt him"".\n', '\n']",1.798
4474,"['So he gave me a nice little scar to remember\n', 'and by enough they went\n', '\n']",4.297
4475,"['- And she still married to him?\n', '- Oh, no.\n', '\n']",2.496
4476,"['He got himself killed before the wedding.\n', '\n']",2.695
4477,"['And she ended up with his brother,\n', 'an even more impressive spciment.\n', '\n']",4.094
4478,"[""She love him, I'm afraid.\n"", '\n']",2.293
4479,"[""And why wouldn't she, I mean?\n"", '\n']",1.592
4480,"['Who could compare to him,\n', 'he just so...\n', '\n']",3.392
4481,"['good.\n', '\n']",1.097
4482,"['Do you know what I learned\n', 'losing that duel?\n', '\n']",2.896
4483,"[""I learned that I'll never win.\n"", '\n']",1.895
4484,"['Not that way.\n', ""That's their game.\n"", '\n']",2.894
4485,"['Their rules.\n', '\n']",1.493
4486,"[""I'm not going to fight them.\n"", '\n']",1.892
4487,"[""I'm going to fuck them.\n"", '\n']",1.291
4488,"[""That's what I know, that's what I am.\n"", '\n']",3.0
4489,"['And only by admitting what we are,\n', 'can we get what we want.\n', '\n']",3.599
4490,"['And what do you want?\n', '\n']",1.398
4491,"['Oh, everything, my dear.\n', '\n']",2.597
4492,"['Everything there is.\n', '\n']",1.596
4493,"['Now wash yourself,\n', 'both of you are working tonight.\n', '\n']",3.195
4494,"[""You're very lucky girl,\n"", 'do you know that?\n', '\n']",2.326
4495,"[""Where I come from we don't show mercy\n"", 'to criminals.\n', '\n']",3.111
4496,"['Where I come from,\n', 'if someone like you attacked a little lord..\n', '\n']",3.592
4497,"['the low tide will lay you on your back,\n', 'on the beach..\n', '\n']",3.231
4498,"['your hands and feet chained to four stakes..\n', '\n']",2.569
4499,"['sea will coming cloaser and closer.\n', '\n']",2.504
4500,"[""You'll see death creeping toward you,\n"", 'a few inches at a time.\n', '\n']",3.986
4501,"['Where do you come from?\n', '\n']",1.358
4502,"['The Iron Islands.\n', '\n']",1.445
4503,"['They far away?\n', '\n']",1.257
4504,"[""You've never heard of the Iron Islands?\n"", '\n']",1.915
4505,"[""Trust me, you've never heard\n"", ""where I'm from neither.\n"", '\n']",3.816
4506,"['Trust me, my lord.\n', '\n']",2.151
4507,"[""You're not living in the wilderness anymore.\n"", '\n']",2.219
4508,"['In civilised land, you advert\n', 'your betters by their proper titles.\n', '\n']",3.958
4509,"[""And what's that?\n"", '\n']",1.238
4510,"['Lord.\n', '\n']",1.078
4511,"['Why?\n', '\n']",1.125
4512,"['Why?\n', '\n']",0.988
4513,"['What do you mean ""why""?\n', '\n']",1.772
4514,"['My father is Balon Greyjoy,\n', 'lord of the Iron Islands.\n', '\n']",3.121
4515,"[""What's that got to do with you?\n"", '\n']",1.889
4516,"[""Your father's lord,\n"", 'how can you be lord too?\n', '\n']",3.935
4517,"['- I will be lord after my father..\n', ""- So you're not lord now.\n"", '\n']",3.548
4518,"['No, you...\n', '\n']",1.088
4519,"['You having a go at me?\n', '\n']",1.804
4520,"['Is that it?\n', '\n']",0.995
4521,"[""Just don't understand\n"", 'how you southerner do things.\n', '\n']",2.848
4522,"[""I'm not a southerner.\n"", '\n']",1.299
4523,"[""You're from south of The Wall...\n"", '\n']",2.19
4524,"['that make you southerner to me.\n', '\n']",2.193
4525,"[""You're an impudent little wench,\n"", ""aren't you?\n"", '\n']",2.837
4526,"[""Couldn't say, my lord.\n"", ""Didn't know what impunent means.\n"", '\n']",3.794
4527,"['Impudent. It means rude.\n', '\n']",3.232
4528,"['Disrespectful.\n', '\n']",1.316
4529,"['Do you want to loose that chain?\n', '\n']",1.931
4530,"['Theon Greyjoy!\n', '\n']",1.628
4531,"['The lady is our guest.\n', '\n']",2.26
4532,"['Thought she was our prisoner.\n', '\n']",1.33
4533,"['Are the two mutually exclusive,\n', 'in your experience?\n', '\n']",3.638
4534,"[""Chances are I won't be nearby \n"", 'the next time that happens.\n', '\n']",2.99
4535,"[""I'm used to worst than him.\n"", '\n']",2.228
4536,"[""I'm used to men\n"", 'that can chew that boy up.\n', '\n']",2.901
4537,"['And pick their teeth with his bones.\n', '\n']",2.335
4538,"['Why did you come here?\n', '\n']",1.411
4539,"[""Didn't mean to come here.\n"", '\n']",1.87
4540,"['Meant to get much further south\n', 'than this. As far as south as south goes.\n', '\n']",4.669
4541,"['Before the long night comes.\n', '\n']",2.175
4542,"['Why?\n', '\n']",1.053
4543,"['What do you afraid of?\n', '\n']",1.375
4544,"['Those thing that sleep in the day\n', 'and hunt at night\n', '\n']",4.096
4545,"['- Owl and shadowcats...\n', ""- I'm not talking about owl and shadowcats.\n"", '\n']",4.129
4546,"['The thing you speak of..\n', '\n']",2.249
4547,"['have been gone for thousand of years.\n', '\n']",2.505
4548,"[""It wasn't gone, old man.\n"", '\n']",1.906
4549,"['They were sleeping.\n', '\n']",1.595
4550,"[""And they're sleeping no more.\n"", '\n']",2.465
4551,"['I missed girls.\n', '\n']",1.632
4552,"['Not even talking to them,\n', 'I never talk to them.\n', '\n']",2.646
4553,"[""Just lookin' at them.\n"", '\n']",1.643
4554,"['Hearing them giggle.\n', '\n']",1.462
4555,"[""Don't you missed girls?\n"", '\n']",1.713
4556,"['Riders!\n', '\n']",1.082
4557,"['The horn. We have to blow the horn.\n', '\n']",2.82
4558,"['Why is he alone?\n', '\n']",1.146
4559,"['One blast for a ranger returning\n', '\n']",2.369
4560,"['Two for wildlings\n', '\n']",1.433
4561,"['- Three..\n', ""- He's no rider.\n"", '\n']",2.407
4562,"[""That's my uncle Benjen rode..\n"", '\n']",2.091
4563,"[""where's my uncle?\n"", '\n']",1.201
4564,"['Ned!\n', '\n']",0.999
4565,"['Robert...\n', '\n']",1.239
4566,"['we are hunting... a boar...\n', '\n']",2.5
4567,"['I should have spent more time with you.\n', '\n']",2.869
4568,"['Shown to you how to be a man.\n', '\n']",2.573
4569,"['I was never meant to be a father.\n', '\n']",2.647
4570,"['Go on....\n', '\n']",1.006
4571,"[""you don't want to see this.\n"", '\n']",1.863
4572,"['My fault..\n', '\n']",1.255
4573,"['Too much wine..\n', '\n']",1.4
4574,"['Missed my thrust..\n', '\n']",2.068
4575,"['Stinks.\n', '\n']",1.839
4576,"['Stinks like death.\n', '\n']",1.881
4577,"[""Don't think I can't smell it.\n"", '\n']",2.68
4578,"['Pay the bastard back, Ned.\n', '\n']",2.858
4579,"['I drove my knife\n', 'right through his brain\n', '\n']",2.57
4580,"[""You ask him if I didn't. Ask him!\n"", '\n']",2.253
4581,"['I want the funeral feast to be the biggest\n', 'the kingdom ever saw..\n', '\n']",4.994
4582,"['And I want everyone\n', 'to taste the boar that got me\n', '\n']",3.787
4583,"['Now leave us, the lot of you\n', 'I need to talk to Ned.\n', '\n']",3.424
4584,"['- Robert, my sweet...\n', '- Out! All of you!\n', '\n']",2.961
4585,"['You damn fool.\n', '\n']",1.808
4586,"['Paper and ink. On the table.\n', '\n']",2.037
4587,"['Write down what I said.\n', '\n']",1.599
4588,"['In the name of Robert\n', 'of the House Baratheon\n', '\n']",3.503
4589,"['First of... you know how it goes.\n', 'Put in the damn titles..\n', '\n']",5.0
4590,"['I hereby command..\n', '\n']",1.484
4591,"['Eddard of House Stark...\n', 'titles..titles...\n', '\n']",4.692
4592,"['to serve as Lord Regent and Protector of The Realm, upon my death..\n', '\n']",5.012
4593,"['to rule in my stead..\n', '\n']",2.393
4594,"['until my son Joffrey comes of age.\n', '\n']",3.494
4595,"['Give it over..\n', '\n']",1.052
4596,"['Give it to the council..\n', '\n']",1.558
4597,"[""after I'm death.\n"", '\n']",1.492
4598,"[""At least they'll say I did this right, this one thing.\n"", '\n']",4.545
4599,"[""You'll rule now.\n"", '\n']",1.884
4600,"[""You'll hate it worse than I did..\n"", '\n']",2.458
4601,"[""but you'll do it well.\n"", '\n']",1.445
4602,"['The girl..\n', '\n']",1.233
4603,"['Daenerys...\n', '\n']",1.294
4604,"[""you're right.\n"", '\n']",1.293
4605,"['Varys, Littlefinger, my brother..\n', 'Worthless..\n', '\n']",4.096
4606,"['Noone to tell me ""No"" but you.\n', '\n']",2.169
4607,"['Only you.\n', '\n']",0.993
4608,"['Let her live\n', '\n']",1.448
4609,"['- Stop it if its not to late.\n', '- I will.\n', '\n']",3.196
4610,"['My son...\n', '\n']",1.272
4611,"['help him, Ned.\n', '\n']",1.599
4612,"['Make him better than me\n', '\n']",1.903
4613,"[""I'll...\n"", '\n']",1.101
4614,"[""I'll do everything I can\n"", 'to honor your memory.\n', '\n']",2.968
4615,"['My memory?\n', '\n']",1.68
4616,"['King Robert Baratheon...\n', '\n']",2.631
4617,"['murdered by a pig.\n', '\n']",2.392
4618,"['Give me something to the pain,\n', 'and let me die.\n', '\n']",3.347
4619,"['Give him milk of the poppy.\n', '\n']",1.866
4620,"['He was reeling from the wine..\n', '\n']",2.692
4621,"['He commanded us to...\n', '\n']",1.373
4622,"['step aside, but...\n', '\n']",1.694
4623,"['I failed him.\n', '\n']",1.407
4624,"[""No men could've protected him from himself.\n"", '\n']",2.946
4625,"['I wonder, Ser Barristan,\n', 'who gave the King this wine?\n', '\n']",5.126
4626,"['His squire.\n', ""From the King's own skin.\n"", '\n']",2.874
4627,"['His squire? The Lannister boy?\n', '\n']",2.924
4628,"['Such a dutiful boy to make sure\n', 'His Grace did not lack refreshment.\n', '\n']",4.513
4629,"['I do hope the poor lad\n', 'is not blame himself.\n', '\n']",3.432
4630,"['His Grace has had a change of heart\n', 'concerning Daenerys Targaryen.\n', '\n']",4.415
4631,"['Whatever arrangements you made...\n', '\n']",2.93
4632,"['unmade them, at once.\n', '\n']",3.179
4633,"[""I'm afraid those birds have flown.\n"", '\n']",3.305
4634,"['The Khaleesi likely dead already.\n', '\n']",2.386
4635,"['Can you help me make him.. understand?\n', '\n']",2.227
4636,"['The Dothraki do things on their own time\n', 'for their own reason\n', '\n']",2.735
